Name,Age,Distance,Duration,Steps,HeartRate,Calories
Matthew Ruiz,43,4.0,76.0,8981.0,158.0,
Amanda Davidson,53,4.0,32.0,4614.0,91.0,447.0
Jocelyn Russell,22,3.0,109.0,16566.0,147.0,430.0
Joseph Reed,37,5.0,54.0,9657.0,74.0,353.0
Eric Mckee,53,4.0,49.0,,74.0,592.0
Jacqueline Smith,23,9.0,113.0,16079.0,152.0,829.0
Amy Villarreal,24,3.0,72.0,19770.0,123.0,663.0
Laura Olson,21,8.0,107.0,15020.0,83.0,516.0
Christian Washington,61,5.0,30.0,1518.0,87.0,
Lori Martin,24,9.0,102.0,14377.0,123.0,576.0
Sabrina Parker,44,5.0,56.0,9598.0,102.0,210.0
Melissa Chavez,23,7.0,88.0,16579.0,89.0,809.0
Samantha Rodriguez,60,4.0,28.0,3380.0,62.0,
Ms. Kathleen Davis,20,,91.0,15605.0,104.0,535.0
Joseph Walker,58,0.0,18.0,2093.0,179.0,597.0
Cody Huffman,56,,22.0,2278.0,168.0,324.0
Paula Nelson,34,10.0,61.0,8083.0,144.0,
Joseph Wilson,63,2.0,29.0,3429.0,132.0,380.0
Eric Fritz MD,59,1.0,11.0,2567.0,74.0,130.0
Lauren Ross,62,1.0,15.0,4284.0,139.0,300.0
Dennis Mann,19,1.0,100.0,18971.0,,661.0
Sophia Brown,59,1.0,15.0,1760.0,105.0,361.0
Christina Ellis,38,5.0,75.0,11105.0,151.0,591.0
Patrick Johnson,58,2.0,34.0,2958.0,141.0,541.0
William Madden,35,1.0,54.0,9886.0,137.0,506.0
Tina Morales,60,3.0,19.0,4284.0,,281.0
Kelly Phillips,63,1.0,28.0,4664.0,166.0,392.0
Jennifer Clarke,21,,112.0,14044.0,,848.0
Kevin Colon,54,1.0,35.0,3697.0,63.0,622.0
Douglas Fowler,25,15.0,,15327.0,100.0,798.0
Kristine Allen,48,,48.0,8779.0,135.0,308.0
Jennifer Mckinney,52,1.0,49.0,1563.0,140.0,144.0
Michelle Stanley,26,,60.0,12200.0,139.0,789.0
Justin Cox,21,6.0,113.0,14279.0,,
Renee Li,26,5.0,75.0,11297.0,116.0,365.0
Erik Wright,62,,41.0,1765.0,164.0,226.0
Carrie Wright,49,8.0,55.0,10440.0,126.0,607.0
Austin Sanchez,37,6.0,58.0,10756.0,135.0,547.0
Paige Wilson,52,2.0,11.0,,105.0,411.0
Paul Lloyd,52,4.0,49.0,4333.0,138.0,533.0
Jeffrey Bartlett,18,4.0,49.0,4333.0,138.0,533.0
William Weber,22,12.0,98.0,13179.0,113.0,746.0
Larry Smith,26,,99.0,15803.0,92.0,314.0
Katherine Peters,62,1.0,23.0,2958.0,,417.0
Shelly Hunter,53,2.0,16.0,3631.0,151.0,622.0
Norman Ryan,55,2.0,31.0,3401.0,141.0,
Rebecca Underwood,36,,52.0,7214.0,91.0,502.0
David Gardner,35,1.0,38.0,14816.0,147.0,718.0
Steve Conley,34,0.0,,13814.0,87.0,565.0
Kara Parker,33,6.0,,8533.0,144.0,514.0
Christina Taylor,42,8.0,76.0,6393.0,109.0,390.0
Michael Kennedy,60,0.0,49.0,2487.0,104.0,
Joseph Jones,43,6.0,25.0,,139.0,383.0
Mary Matthews,56,,20.0,4033.0,74.0,491.0
Heather Jackson,61,3.0,29.0,3863.0,152.0,560.0
Victoria Bell,51,2.0,24.0,1215.0,100.0,260.0
Anthony Garza,53,3.0,10.0,3143.0,118.0,438.0
Christina Hall,23,,71.0,16974.0,131.0,835.0
Jordan Frey,54,3.0,10.0,4894.0,85.0,119.0
Jill Jones,59,3.0,46.0,4371.0,72.0,567.0
Brian Giles,59,1.0,31.0,2576.0,113.0,598.0
Corey Ramos,44,7.0,37.0,11351.0,156.0,636.0
Carrie Daniel,53,3.0,44.0,,175.0,
Alan Barker,28,,65.0,,160.0,596.0
Christopher Bass,37,5.0,26.0,8869.0,91.0,
Madison Ballard,37,6.0,64.0,6192.0,,
Vanessa Wilson,49,5.0,48.0,,147.0,603.0
Stacey Herrera,58,4.0,13.0,4810.0,97.0,203.0
Ronald Booker,42,5.0,60.0,10099.0,112.0,436.0
Vanessa Deleon,50,3.0,33.0,11756.0,95.0,214.0
Matthew Wallace,45,3.0,,8429.0,99.0,603.0
Troy Moore,29,3.0,57.0,13222.0,123.0,378.0
Aaron Castillo,57,4.0,43.0,4926.0,60.0,131.0
Michelle Hughes,35,5.0,35.0,11408.0,,535.0
Miss Kimberly Weaver,45,5.0,38.0,6789.0,159.0,354.0
Angelica Jackson,45,6.0,,6353.0,146.0,641.0
Tracy Grimes,62,,49.0,1196.0,111.0,416.0
Angela Bernard,50,3.0,59.0,9057.0,76.0,244.0
Mary Anderson,47,1.0,43.0,8478.0,111.0,517.0
Valerie Dickson,48,7.0,,11441.0,,595.0
Shawn Alvarez,20,,102.0,16063.0,155.0,585.0
John Moreno,37,2.0,40.0,,101.0,414.0
Kathryn Gray,33,,55.0,10706.0,105.0,627.0
David Andersen,43,5.0,50.0,7296.0,,554.0
Brandy Gutierrez,64,3.0,19.0,3713.0,124.0,613.0
Michael West,18,3.0,19.0,3713.0,124.0,613.0
Raymond Martinez,62,5.0,16.0,2546.0,130.0,569.0
Rachel Taylor,33,4.0,74.0,11891.0,117.0,684.0
Edward Michael,26,,66.0,11733.0,,687.0
Dennis Gibbs,43,,54.0,6024.0,76.0,517.0
Carly Moreno,54,2.0,41.0,2993.0,87.0,698.0
Mark Little,50,6.0,49.0,9496.0,113.0,339.0
Marc Bruce,26,4.0,91.0,14788.0,139.0,719.0
Edward Payne,38,3.0,48.0,7862.0,89.0,524.0
John Chavez,51,3.0,28.0,1515.0,125.0,250.0
Alyssa Rollins,24,11.0,53.0,,157.0,852.0
Jessica Thompson,39,1.0,30.0,8300.0,166.0,314.0
Ashley Juarez,31,3.0,36.0,15248.0,129.0,501.0
Gina Nichols,47,7.0,56.0,6421.0,132.0,612.0
David Lopez,39,7.0,56.0,7274.0,128.0,611.0
Allison Flores,48,7.0,70.0,11751.0,78.0,574.0
Richard Duncan,47,6.0,78.0,6126.0,168.0,429.0
Victoria Melendez,46,5.0,69.0,7165.0,135.0,615.0
Melissa Smith,24,11.0,88.0,12665.0,126.0,743.0
Anthony Smith,53,4.0,23.0,2621.0,88.0,577.0
Michael Lopez,52,3.0,36.0,4093.0,130.0,628.0
Dawn Hall,50,2.0,68.0,8216.0,122.0,377.0
Jeremy Warner,27,10.0,48.0,14702.0,149.0,322.0
Stacey Parks,29,5.0,,8231.0,100.0,567.0
James Brown,38,6.0,65.0,6105.0,162.0,356.0
Andrew Bowen,28,6.0,,13966.0,124.0,
Travis Brown,22,4.0,92.0,14675.0,97.0,551.0
Kathryn Fernandez,21,6.0,105.0,19561.0,86.0,
Marie Cox,54,0.0,,4669.0,93.0,
Amber Copeland,52,4.0,15.0,4052.0,170.0,220.0
Reginald Parker,19,,111.0,17774.0,141.0,465.0
Kelly Schaefer,63,3.0,23.0,3077.0,161.0,159.0
Jill Stanton DDS,25,,100.0,16021.0,159.0,673.0
Victor Morris,56,2.0,29.0,1039.0,97.0,483.0
Douglas Wilcox,42,,28.0,6971.0,93.0,384.0
Julie Davis,44,1.0,65.0,9159.0,77.0,545.0
Tanner Gibson,40,,72.0,11591.0,111.0,316.0
Jessica Anderson,48,8.0,49.0,7289.0,92.0,362.0
Melissa Wade,44,2.0,33.0,6676.0,119.0,257.0
Brian Coleman,44,1.0,35.0,7603.0,112.0,
Casey Hall,64,4.0,25.0,1480.0,84.0,506.0
Roberta Patterson,18,4.0,25.0,1480.0,84.0,506.0
Victor Kelly,43,1.0,55.0,7735.0,108.0,
Christine Pearson,51,4.0,48.0,3202.0,146.0,575.0
Adrian Smith,64,3.0,25.0,2018.0,,279.0
Joan Villarreal,42,,39.0,8944.0,82.0,394.0
Joseph Gray,27,10.0,86.0,12953.0,98.0,
Christopher Perry,55,1.0,25.0,1875.0,164.0,426.0
Lauren Morrow,57,2.0,20.0,2995.0,154.0,138.0
Walter Burgess MD,62,3.0,38.0,3304.0,114.0,389.0
Jacqueline Johnson,50,1.0,56.0,11553.0,139.0,
Leslie Mitchell,53,2.0,36.0,1431.0,100.0,209.0
Timothy Drake,54,0.0,33.0,,124.0,588.0
Kenneth Brooks,63,2.0,19.0,,122.0,
Brandon Hansen,28,,92.0,,141.0,550.0
Caitlin Russell,25,15.0,52.0,18110.0,90.0,415.0
Kelly Gonzalez,49,1.0,62.0,8251.0,150.0,542.0
Sara Gardner,46,5.0,51.0,8243.0,131.0,508.0
Vicki Hess,43,5.0,30.0,6698.0,135.0,357.0
Michelle Howell,59,5.0,18.0,3558.0,67.0,
Gina Mata,30,4.0,56.0,13636.0,131.0,
Alexandra Miller,55,4.0,38.0,3052.0,,662.0
George Strong,62,2.0,26.0,3621.0,131.0,510.0
Lisa Matthews,19,5.0,60.0,12342.0,81.0,483.0
Matthew Combs,40,4.0,61.0,10736.0,135.0,366.0
Natalie Ayala,52,2.0,39.0,1260.0,140.0,104.0
Katie Tate,32,4.0,69.0,9302.0,109.0,591.0
Brianna Howe,30,3.0,99.0,10404.0,78.0,
Raymond Reilly,33,,56.0,13147.0,148.0,402.0
Claudia Williams,59,4.0,36.0,2015.0,97.0,430.0
Lisa Silva,28,6.0,94.0,15146.0,93.0,688.0
Karla Davies,28,7.0,38.0,13651.0,83.0,608.0
Travis Drake,43,6.0,39.0,11476.0,131.0,576.0
Stephanie Poole,45,1.0,25.0,11799.0,115.0,
Kevin Paul,52,0.0,19.0,1338.0,124.0,
Jacob Alvarez Jr.,27,7.0,88.0,,126.0,309.0
Jim Ramsey,35,1.0,76.0,15812.0,107.0,580.0
Kathleen Romero,55,5.0,27.0,3293.0,159.0,354.0
Daniel Hunter,28,3.0,44.0,10027.0,112.0,692.0
Tonya Cain,43,7.0,,,133.0,562.0
Jason Bautista,24,6.0,80.0,13944.0,129.0,746.0
Kelly Copeland,47,6.0,,,167.0,390.0
Henry Ballard,47,8.0,54.0,6229.0,155.0,589.0
Jessica Smith,27,10.0,87.0,15928.0,116.0,548.0
Glenda Mendoza,38,5.0,77.0,9940.0,139.0,526.0
Wendy Perez,34,1.0,39.0,8513.0,105.0,778.0
Bradley Bates,51,4.0,20.0,1545.0,78.0,
Manuel Schwartz,60,5.0,11.0,,,511.0
Lisa Nixon,25,10.0,84.0,18302.0,148.0,
Edwin Cooper,45,7.0,71.0,10901.0,106.0,500.0
Christina Henry,23,11.0,100.0,12134.0,143.0,612.0
Sarah Olson,46,7.0,57.0,7326.0,154.0,582.0
Thomas Brooks,39,6.0,50.0,6646.0,100.0,553.0
Darrell Morris,30,9.0,35.0,,120.0,491.0
William Bradley,18,9.0,35.0,,120.0,491.0
Megan Alvarado,48,,52.0,10157.0,73.0,376.0
Michael Miller,33,11.0,41.0,8827.0,80.0,353.0
Veronica Carter,26,10.0,53.0,9079.0,162.0,355.0
Robert Lopez,24,2.0,73.0,15431.0,101.0,860.0
Michael Henderson,44,8.0,40.0,9516.0,135.0,558.0
Tanner Nunez,32,10.0,52.0,15830.0,84.0,564.0
Marc Wilkins,33,8.0,98.0,13927.0,131.0,426.0
Matthew Cross,27,9.0,81.0,10755.0,116.0,690.0
Linda Ross,60,3.0,26.0,3113.0,83.0,348.0
Anthony Yu,21,7.0,79.0,17298.0,101.0,
Brian Allen,47,1.0,36.0,6360.0,99.0,206.0
Miss Tracey Becker MD,57,5.0,14.0,1377.0,134.0,346.0
George Castro,51,1.0,27.0,,84.0,505.0
Stephanie Haas,58,,22.0,2370.0,72.0,341.0
Michael Knapp,25,4.0,85.0,18041.0,,865.0
Ann Roberson,63,4.0,23.0,,86.0,223.0
Sandra Benson,31,9.0,,12301.0,94.0,788.0
David Cardenas,34,4.0,97.0,10261.0,81.0,416.0
Jessica Guzman,30,3.0,76.0,14606.0,108.0,370.0
Andres Torres,59,4.0,17.0,3632.0,103.0,268.0
Marc Wang,39,3.0,44.0,,163.0,515.0
David Swanson,27,5.0,67.0,14391.0,81.0,745.0
Brenda Walker,58,1.0,22.0,4437.0,133.0,131.0
Laura Stevens,22,3.0,106.0,19685.0,112.0,561.0
Dustin Chavez,62,4.0,45.0,4109.0,63.0,262.0
Bryan Austin MD,37,1.0,,7340.0,156.0,383.0
Cynthia Donovan,42,2.0,49.0,9319.0,85.0,637.0
Jesus Anderson,18,2.0,49.0,9319.0,85.0,637.0
Nicole Lopez,38,6.0,73.0,8924.0,161.0,580.0
Carl Shaffer,19,10.0,110.0,14472.0,136.0,412.0
Gloria Becker,64,5.0,,4658.0,,524.0
Bridget Foster,57,2.0,,3100.0,109.0,436.0
Jacob Harris,50,6.0,35.0,9198.0,,322.0
Sarah Villanueva,34,6.0,57.0,8517.0,155.0,
Scott Thompson,60,4.0,38.0,1037.0,60.0,
John Lopez,50,1.0,71.0,11200.0,81.0,306.0
Dawn Cruz,28,9.0,,,96.0,600.0
Angela Sanders,59,5.0,43.0,4368.0,121.0,183.0
Philip Richardson,37,,56.0,6982.0,106.0,509.0
Amy Bennett,59,4.0,32.0,2823.0,91.0,118.0
Felicia Beard,22,3.0,66.0,12478.0,138.0,652.0
Michael Hardy Jr.,51,2.0,43.0,,104.0,
Michael Villarreal,49,7.0,,6932.0,,486.0
Alyssa Carter,62,3.0,17.0,1246.0,76.0,444.0
Philip Williams,34,1.0,94.0,13475.0,137.0,332.0
David Tate,64,4.0,31.0,4582.0,69.0,526.0
Katelyn Ashley,30,8.0,84.0,12708.0,147.0,494.0
George Blackwell,24,1.0,53.0,16723.0,97.0,
Sarah Colon,52,1.0,32.0,4114.0,152.0,344.0
Dr. Jordan Thompson,47,8.0,73.0,,,283.0
Kevin Warren,32,1.0,78.0,,156.0,
Brian James,56,3.0,,3098.0,136.0,593.0
Jessica Patterson,41,4.0,36.0,6136.0,73.0,509.0
Katherine Carlson,20,5.0,65.0,14846.0,158.0,892.0
Jason Green,45,3.0,38.0,8460.0,,465.0
James Fox,21,7.0,67.0,16013.0,85.0,473.0
Benjamin Johnson,28,8.0,42.0,13068.0,135.0,692.0
Stacey Braun,55,0.0,46.0,,167.0,198.0
Jennifer Walker,53,0.0,39.0,4470.0,65.0,201.0
Andrew Collins,46,1.0,66.0,10238.0,,255.0
Joseph Green,53,0.0,25.0,3792.0,,481.0
Laura Hill,23,3.0,105.0,13514.0,158.0,452.0
Bob Edwards,39,6.0,45.0,9096.0,102.0,531.0
Sean Mitchell,39,4.0,74.0,10314.0,,478.0
James Martinez,49,2.0,67.0,9562.0,,526.0
Angelica Faulkner,22,12.0,93.0,12259.0,86.0,468.0
Mr. Casey Cordova,57,3.0,17.0,3706.0,,151.0
Benjamin Aguirre,41,,,9554.0,86.0,274.0
Jennifer Rogers,45,,43.0,8514.0,152.0,500.0
James Manning,20,1.0,106.0,15280.0,137.0,
Derek Blackwell,59,1.0,,4705.0,159.0,329.0
Molly Campbell,19,2.0,80.0,19469.0,80.0,413.0
Jose Miller,18,2.0,80.0,19469.0,80.0,413.0
Curtis Perez,33,1.0,92.0,8807.0,80.0,539.0
Joshua Jordan,27,3.0,44.0,15487.0,115.0,435.0
Robert Ortiz,19,1.0,90.0,19738.0,139.0,665.0
Jacob Black,27,7.0,92.0,10352.0,101.0,370.0
Tony Buckley PhD,38,7.0,52.0,,125.0,452.0
Crystal Gonzalez,30,,40.0,,77.0,476.0
Shawn Lewis,58,1.0,24.0,3676.0,114.0,279.0
Amanda Baker,46,2.0,71.0,7860.0,162.0,445.0
Michael Mcgrath,31,9.0,91.0,9117.0,,466.0
Kaitlyn Owens,41,,68.0,9128.0,130.0,582.0
Tammy Jones,35,7.0,61.0,15909.0,149.0,456.0
Mark Huynh,42,2.0,,8942.0,,545.0
Kevin Henderson,27,5.0,60.0,13403.0,109.0,764.0
Brady Yates,23,11.0,92.0,13149.0,94.0,769.0
Amy Copeland,25,7.0,91.0,,153.0,705.0
Colton Cardenas,41,0.0,37.0,6709.0,132.0,233.0
Vanessa Weaver,48,3.0,53.0,7866.0,114.0,
Michael Powell,35,,60.0,13902.0,109.0,465.0
Heather Haney DVM,45,2.0,53.0,6845.0,,588.0
Richard Taylor,43,0.0,64.0,10821.0,110.0,458.0
Tracy Price,30,9.0,91.0,11057.0,,687.0
Brittany Gaines,37,2.0,44.0,9182.0,109.0,250.0
Roger Warner,29,8.0,76.0,,152.0,600.0
Leslie Curry,21,,56.0,13331.0,129.0,544.0
Craig Perez,35,8.0,53.0,11444.0,138.0,776.0
Michael Garcia,38,1.0,63.0,9416.0,138.0,628.0
Miss April Butler,58,1.0,,1962.0,133.0,553.0
Paul Johnson,42,7.0,43.0,8711.0,129.0,
David Davis,55,3.0,,3051.0,156.0,445.0
Zachary Franklin,26,5.0,65.0,13200.0,98.0,321.0
Martin Buckley,51,2.0,18.0,3789.0,108.0,665.0
William Dean,56,3.0,20.0,3666.0,155.0,606.0
Brian Stewart,54,1.0,23.0,4132.0,71.0,352.0
Walter Goodman,18,1.0,23.0,4132.0,71.0,352.0
Elizabeth Reyes,26,5.0,58.0,,113.0,533.0
Alan Willis,42,6.0,,9283.0,165.0,389.0
Jennifer Hanson,39,4.0,25.0,,167.0,393.0
Jillian Morgan,37,1.0,58.0,10514.0,80.0,571.0
Sarah Torres,38,4.0,26.0,7650.0,135.0,533.0
Diana Collins,21,14.0,58.0,12748.0,100.0,445.0
Kyle Christian,43,,77.0,6579.0,,259.0
Jesse Mitchell,33,3.0,81.0,9719.0,78.0,707.0
Katherine Barron,45,3.0,29.0,6548.0,152.0,526.0
Julian Hayes,54,1.0,34.0,,144.0,
Natalie Hunter,34,1.0,64.0,,,448.0
Daniel Gonzales,42,6.0,62.0,9497.0,158.0,290.0
Laurie Garcia,56,2.0,31.0,3192.0,79.0,292.0
Raymond Sullivan,32,10.0,,15497.0,,534.0
Andrew Garcia,58,3.0,12.0,1134.0,63.0,681.0
Jennifer Bailey,45,2.0,,,71.0,501.0
Lauren White,38,6.0,48.0,7964.0,132.0,
Shane Fowler,38,7.0,52.0,11777.0,81.0,501.0
Willie Singh,44,4.0,,10849.0,152.0,392.0
Loretta Johnson,38,8.0,39.0,6031.0,116.0,637.0
Duane Alexander,23,11.0,100.0,19798.0,103.0,736.0
Robert Walls,39,8.0,,10041.0,147.0,400.0
Ashley Davis,31,9.0,63.0,12287.0,147.0,363.0
Luis Anderson,38,6.0,70.0,6883.0,150.0,224.0
James Burns,29,5.0,89.0,,146.0,513.0
Christine Montes,22,4.0,77.0,17088.0,127.0,689.0
Nicole Huff,38,4.0,33.0,10441.0,151.0,646.0
Kristin Howard,62,3.0,39.0,,115.0,455.0
Jean Caldwell,18,3.0,39.0,,115.0,455.0
Aaron Dorsey,22,13.0,,17841.0,96.0,817.0
Robert Owens,28,9.0,88.0,11462.0,100.0,516.0
Thomas Taylor,19,14.0,,16951.0,128.0,601.0
Eugene Hughes,46,4.0,44.0,6064.0,78.0,622.0
Johnny Potter,56,2.0,23.0,1751.0,168.0,413.0
Krystal Burns,46,3.0,39.0,6864.0,92.0,
Ricky Mullen,38,4.0,58.0,6907.0,164.0,367.0
Pamela Williams,60,,,2631.0,70.0,682.0
Paul Morgan,32,2.0,90.0,13908.0,160.0,429.0
Charles Jacobs,19,,106.0,15927.0,121.0,534.0
John Sims,61,3.0,40.0,3796.0,119.0,
Amanda Bradley,49,8.0,73.0,11994.0,,
Joseph Hatfield,58,1.0,20.0,3459.0,70.0,149.0
Nicole Morgan,57,4.0,36.0,1080.0,141.0,375.0
Jose Simon,43,5.0,59.0,8977.0,162.0,317.0
Gabriela Jones,52,2.0,44.0,3960.0,145.0,377.0
Nicole Tran,51,,16.0,3134.0,120.0,103.0
Sara Murphy,59,2.0,39.0,2570.0,129.0,563.0
Patricia Anderson,49,7.0,58.0,9512.0,164.0,458.0
Phillip Watson DDS,39,,52.0,10979.0,93.0,521.0
Christopher Gomez,31,4.0,56.0,,158.0,652.0
Mark Hernandez,27,5.0,79.0,,,778.0
Maureen Russell,56,4.0,34.0,1109.0,148.0,206.0
Mackenzie Brown,21,7.0,114.0,,114.0,830.0
Sheila Gonzales,55,,33.0,1903.0,101.0,192.0
Nathan Valdez,64,1.0,13.0,3837.0,96.0,541.0
Zachary Russell,59,,11.0,,149.0,499.0
Lynn Mccormick,64,2.0,26.0,3603.0,,382.0
Ryan Kaiser,40,6.0,42.0,9717.0,71.0,612.0
Kevin Ball,45,2.0,71.0,7345.0,131.0,292.0
Seth Carter,47,6.0,65.0,,123.0,338.0
Karen Carpenter,25,9.0,103.0,17724.0,114.0,880.0
Michael Castro,41,5.0,29.0,10177.0,116.0,648.0
Diane Floyd,50,7.0,37.0,8193.0,90.0,585.0
Molly Neal,50,,77.0,,117.0,505.0
Mark Barnes,35,4.0,40.0,8689.0,154.0,597.0
James Boyd,43,4.0,61.0,11118.0,169.0,635.0
Ashley Barry,33,6.0,,13639.0,84.0,664.0
Brett Davis,51,4.0,42.0,4074.0,103.0,470.0
Larry Moore,39,4.0,,10864.0,107.0,330.0
Grant Smith,23,,86.0,14814.0,101.0,661.0
Jeffrey Velazquez,62,3.0,30.0,1667.0,65.0,319.0
Charles Chapman,52,5.0,46.0,2659.0,85.0,160.0
Mary Kane,29,,99.0,,149.0,
Timothy Castro,48,2.0,28.0,9112.0,75.0,226.0
Leslie Simpson,24,,112.0,12830.0,119.0,839.0
William Moreno,54,3.0,15.0,4124.0,74.0,
Christopher Baldwin,49,2.0,35.0,7443.0,150.0,596.0
Brooke Harvey,59,3.0,,4600.0,,674.0
Jessica Noble,30,1.0,41.0,8746.0,132.0,542.0
Andrew Campbell,48,8.0,37.0,10048.0,127.0,444.0
Katrina Rodriguez,59,4.0,35.0,2461.0,161.0,594.0
Lisa Acevedo,26,,,15606.0,151.0,453.0
Connie Brown,54,1.0,23.0,1857.0,63.0,150.0
Jason Gonzalez,54,2.0,37.0,,171.0,154.0
Sheri Cook,62,4.0,,2796.0,82.0,299.0
Kristen Bailey,41,1.0,57.0,7949.0,153.0,
Marie Bates,54,5.0,18.0,4676.0,71.0,245.0
Christopher Thomas,53,2.0,12.0,1032.0,102.0,101.0
Logan Hoffman,26,4.0,81.0,11994.0,,662.0
Autumn Campbell,35,10.0,39.0,,146.0,433.0
Steven Cannon,54,,19.0,1985.0,153.0,124.0
Christina Murphy,50,6.0,41.0,,,613.0
Tracy Graham,61,5.0,,2700.0,110.0,139.0
Christopher Davis,61,5.0,,2897.0,60.0,588.0
Jacob Ewing,30,2.0,64.0,9411.0,81.0,359.0
Jonathan Smith,25,2.0,71.0,16467.0,147.0,668.0
Jeffery Smith,62,3.0,36.0,,71.0,405.0
Sandra Bush,48,2.0,58.0,9772.0,,244.0
William Lewis DVM,55,5.0,18.0,4384.0,127.0,362.0
Natasha Lynch,46,5.0,,8136.0,94.0,543.0
Austin Taylor,47,2.0,49.0,7873.0,116.0,635.0
Chad Hines,26,8.0,78.0,13522.0,142.0,376.0
Dana Shea,59,2.0,41.0,4367.0,158.0,157.0
Colton Holmes,63,4.0,,4387.0,161.0,536.0
Jasmine Rowland,64,5.0,46.0,4071.0,99.0,264.0
Sandra Harvey,20,,59.0,12402.0,109.0,713.0
Pam Rosario,25,4.0,,12098.0,105.0,816.0
Lydia Phillips,45,5.0,41.0,9672.0,101.0,568.0
Catherine Weeks,54,5.0,,1671.0,81.0,227.0
Amanda Jimenez,40,5.0,30.0,9064.0,138.0,402.0
Michelle Wright,19,2.0,111.0,15529.0,,633.0
Ashley Hoffman,19,7.0,70.0,,83.0,534.0
David Moore,57,5.0,,2960.0,112.0,499.0
Emily Pacheco,41,1.0,56.0,11023.0,158.0,
Debbie Mendez,57,,43.0,1529.0,86.0,371.0
Ashley King,33,,66.0,15835.0,105.0,612.0
Frank Scott,26,6.0,36.0,14010.0,92.0,538.0
Stephanie George,62,3.0,12.0,2291.0,113.0,588.0
David Diaz,40,7.0,45.0,11167.0,70.0,226.0
Pamela Brewer,25,10.0,84.0,12655.0,147.0,560.0
Theodore Harrell,23,10.0,70.0,13386.0,141.0,555.0
Elizabeth Stewart,63,4.0,13.0,2558.0,80.0,639.0
Charles Reyes,26,9.0,75.0,15403.0,124.0,430.0
Michelle Russell,63,,17.0,1418.0,103.0,238.0
Theresa Wilson,53,,27.0,,135.0,500.0
Kelsey Shields,42,4.0,47.0,,118.0,326.0
Edward Smith,42,,71.0,11152.0,141.0,
Martha Brown,36,1.0,53.0,9877.0,104.0,340.0
Mary Cohen,20,9.0,56.0,12422.0,99.0,443.0
Robin Lopez,25,,75.0,16166.0,134.0,741.0
Erica Chan,50,7.0,25.0,10653.0,164.0,507.0
Alexandra Johnson,46,3.0,58.0,9335.0,155.0,386.0
Tara Noble,52,1.0,24.0,4410.0,112.0,610.0
David Johnson,54,4.0,48.0,2835.0,66.0,516.0
Renee Massey,25,2.0,83.0,,129.0,
Terry Flores,47,2.0,76.0,9763.0,125.0,246.0
Katherine Gray,37,4.0,45.0,8022.0,118.0,612.0
Courtney Ellis,40,3.0,26.0,9717.0,83.0,416.0
Adam Hunt,29,7.0,41.0,12531.0,116.0,672.0
Ryan Cooper,22,15.0,,,139.0,617.0
Tammy Horton,39,8.0,28.0,10923.0,107.0,228.0
Mary Jones,52,0.0,10.0,4573.0,127.0,307.0
Charles Dawson,52,,20.0,1758.0,166.0,346.0
Edward Campbell,22,3.0,86.0,17808.0,142.0,751.0
Daniel Gonzales,30,,78.0,15882.0,157.0,401.0
Robert Baker,32,5.0,76.0,9904.0,147.0,431.0
Richard Smith,33,4.0,59.0,13388.0,102.0,732.0
Kyle Sutton,58,2.0,,3729.0,179.0,
Matthew Chambers,20,1.0,54.0,17788.0,,684.0
James Johnson,61,2.0,45.0,2940.0,155.0,590.0
Zachary Medina,29,,96.0,15581.0,127.0,381.0
Latoya Farley,42,2.0,43.0,7316.0,96.0,
Jeffrey Adams,47,2.0,78.0,8835.0,114.0,
Lori Miller,48,7.0,47.0,7329.0,74.0,441.0
Pamela Perkins,40,,72.0,9119.0,167.0,338.0
Joseph Stevens,46,7.0,42.0,7994.0,160.0,403.0
Mckenzie Wilcox,19,6.0,58.0,19033.0,80.0,494.0
Cynthia Cunningham,49,7.0,52.0,11960.0,158.0,211.0
Ashley Ortiz,60,,,4305.0,,690.0
Charles Spencer,52,1.0,46.0,4844.0,176.0,490.0
John Cook,31,9.0,58.0,12403.0,88.0,674.0
Steven Anderson,25,9.0,83.0,12470.0,119.0,436.0
Ashley Lane,20,10.0,108.0,17738.0,142.0,526.0
Dale Jones,34,4.0,94.0,14362.0,110.0,
Michelle Johnson,34,3.0,56.0,14933.0,119.0,490.0
Linda Jackson,47,0.0,51.0,10226.0,91.0,494.0
Hunter Kramer,49,8.0,56.0,10648.0,157.0,
Adrian Davis,47,2.0,46.0,7585.0,127.0,631.0
Anthony Bowman,58,0.0,20.0,2973.0,85.0,
Marie Smith,47,4.0,74.0,11510.0,121.0,268.0
Karen Hill,58,2.0,13.0,3712.0,,284.0
Kelly Ortiz,42,6.0,52.0,7959.0,86.0,
Tracey Anderson,60,0.0,,,159.0,381.0
Kaitlyn Walters,51,2.0,42.0,1888.0,146.0,114.0
Joann Moore,47,3.0,,7418.0,148.0,639.0
Eric Thomas,24,2.0,80.0,19494.0,118.0,752.0
Evan Smith Jr.,54,2.0,37.0,1821.0,142.0,131.0
Gloria James,52,3.0,,2634.0,95.0,230.0
Louis Davis,39,7.0,60.0,10496.0,114.0,326.0
Wesley Hernandez,35,10.0,,9996.0,84.0,700.0
Victoria Perez,58,,32.0,1481.0,,165.0
David Lopez,21,10.0,88.0,17784.0,159.0,514.0
Spencer Mathews,46,6.0,25.0,11752.0,135.0,345.0
Andrew Hale,54,2.0,12.0,,152.0,687.0
Janet Hayes,39,7.0,74.0,7497.0,84.0,
