Name,Steps,HeartRate,Calories,Distance,Duration,Age
Nicholas Foster,5262.0,125.0,118.0,0.67,,
Kendra Perry,17223.0,152.0,237.0,,73.0,35.0
John Patton,2476.0,97.0,277.0,8.84,,33.0
Johnathan Morales,18695.0,131.0,669.0,12.41,,52.0
Johnathan Huffman,17218.0,75.0,625.0,5.26,77.0,32.0
Edward Adkins,7960.0,147.0,398.0,10.54,55.0,46.0
Adam Morales,7468.0,147.0,703.0,13.32,99.0,19.0
Jeffery Baker,18089.0,79.0,134.0,0.91,,53.0
Morgan Jones,3828.0,124.0,165.0,,44.0,42.0
Kevin Johnson,16153.0,174.0,395.0,1.41,100.0,43.0
Lisa Miller,16329.0,148.0,323.0,3.31,,61.0
Joseph Trujillo,16931.0,172.0,,7.12,32.0,
Ana Anderson,11546.0,62.0,269.0,5.08,,23.0
Dakota Fox,16344.0,,,2.27,,59.0
Jessica Roberts,10081.0,110.0,540.0,2.73,,58.0
Sean Gardner,16577.0,141.0,688.0,,99.0,34.0
Christopher Lawson,4711.0,103.0,,,48.0,44.0
Patrick Rodriguez,9076.0,179.0,438.0,12.09,56.0,25.0
Samantha Martin,7414.0,73.0,609.0,,61.0,62.0
Austin Conway,2725.0,,518.0,,29.0,37.0
Mary Bass,,94.0,885.0,10.12,14.0,49.0
Derrick Jones,8716.0,,577.0,9.54,,
Gloria Lopez,,84.0,212.0,12.35,119.0,42.0
Sara Thompson,7366.0,,695.0,,70.0,
Douglas Edwards,,112.0,838.0,2.8,64.0,
James Lee,15154.0,115.0,541.0,9.64,81.0,39.0
Danielle Rivera,,78.0,261.0,8.07,119.0,38.0
Connie Riley,,175.0,,,,30.0
Ryan Braun,,118.0,857.0,8.89,,19.0
Elizabeth Welch,1079.0,131.0,,1.17,,24.0
Anna Hardy,,104.0,,9.31,48.0,40.0
Michael Long,5688.0,103.0,376.0,0.63,19.0,
Brenda Smith,4641.0,129.0,328.0,12.84,89.0,38.0
Jay Gomez,19881.0,179.0,811.0,14.89,116.0,20.0
Christopher Walker,8818.0,95.0,,11.28,102.0,18.0
Kayla Carroll,5979.0,102.0,,2.74,24.0,43.0
Jamie Salas,15910.0,105.0,710.0,,,57.0
Brian Turner,15433.0,88.0,,7.85,110.0,21.0
William Lester,17150.0,128.0,,1.92,6.0,46.0
Adam Robertson,11664.0,129.0,,14.73,17.0,48.0
Elizabeth Franklin,,63.0,,13.49,12.0,22.0
George Gardner,15561.0,67.0,,8.13,15.0,55.0
Nathan Santana,5080.0,84.0,438.0,2.59,52.0,
Stacey Bridges,9665.0,158.0,622.0,13.26,60.0,60.0
Jessica Butler,,130.0,618.0,1.14,88.0,
Kathleen Murphy,6207.0,130.0,,1.58,46.0,61.0
Joshua Galvan,10535.0,138.0,589.0,2.52,95.0,23.0
Drew Martin,16574.0,81.0,776.0,9.48,20.0,
Christina Castillo,12220.0,,,5.74,78.0,57.0
Patrick Gutierrez,,131.0,358.0,,76.0,37.0
Ashley Rush MD,18258.0,148.0,,0.97,23.0,48.0
Kyle Ho,17630.0,84.0,391.0,,,
Sean Contreras,14347.0,126.0,143.0,9.48,31.0,
John Johnson,,109.0,570.0,13.44,,
Anthony Carrillo,,90.0,320.0,2.63,,22.0
Raymond Dudley,4079.0,,191.0,8.57,27.0,
Benjamin Hill,17430.0,65.0,565.0,,35.0,40.0
Samantha Mack,,,269.0,,102.0,29.0
Mark Humphrey,4258.0,141.0,645.0,10.01,48.0,
Valerie Robinson,,147.0,744.0,9.03,,45.0
Ricky Thompson,13810.0,63.0,,13.33,93.0,
Allison Hale,,69.0,,13.88,89.0,
Robert Briggs,16787.0,114.0,880.0,2.21,74.0,48.0
Todd Flynn,13741.0,157.0,508.0,3.37,43.0,43.0
Carla Kennedy,,153.0,634.0,8.31,,18.0
Lindsay Ross,,179.0,642.0,,,
Thomas Chambers,14977.0,121.0,584.0,6.99,,56.0
Ashley Hutchinson,13220.0,,803.0,6.96,97.0,45.0
Michelle Williams,2649.0,125.0,115.0,1.06,22.0,
Angelica Sparks,8525.0,148.0,,1.59,96.0,
David Zimmerman,,172.0,355.0,,107.0,55.0
Kayla Werner,7655.0,162.0,608.0,10.21,6.0,54.0
Jon Daniels,5454.0,,,2.97,44.0,47.0
Kathryn Hicks,13610.0,131.0,796.0,,,
Gary Vaughan,16423.0,113.0,848.0,1.8,97.0,51.0
Melissa Grant,5929.0,130.0,230.0,12.33,,21.0
Matthew Davis,4113.0,106.0,290.0,4.58,57.0,30.0
Christopher Jensen,16067.0,176.0,,2.63,85.0,62.0
Sheryl Martinez,,135.0,849.0,4.87,86.0,51.0
Ricky Parker,,115.0,,9.86,102.0,49.0
Timothy Romero,,130.0,,,46.0,23.0
Kimberly Smith,14016.0,,828.0,,44.0,
Deanna Hunt,2661.0,129.0,440.0,14.09,6.0,53.0
Latasha Martin,9114.0,168.0,754.0,7.06,118.0,37.0
Bobby Ward,17392.0,141.0,,1.26,29.0,33.0
Cameron Mitchell,8451.0,102.0,668.0,6.26,92.0,45.0
Lauren Young,6852.0,,101.0,0.66,56.0,54.0
James Gray,11790.0,104.0,106.0,13.71,32.0,32.0
Keith Wyatt,18565.0,160.0,619.0,13.44,13.0,
Morgan Brown,4138.0,71.0,136.0,,18.0,36.0
Brandon Williams,19434.0,,470.0,,99.0,40.0
April Peterson,7745.0,162.0,,12.86,,39.0
Thomas Brown,14274.0,158.0,,8.53,31.0,38.0
Leslie Gregory,12579.0,107.0,498.0,,7.0,57.0
Kathy Jones,4832.0,83.0,835.0,13.46,,58.0
Nathan Yates,,156.0,783.0,,28.0,18.0
Jonathan Robinson,1082.0,171.0,894.0,5.68,72.0,49.0
Eric Cruz,16458.0,125.0,578.0,10.71,117.0,
Troy Dickerson,11828.0,91.0,775.0,4.87,33.0,
Kevin Johnson,8368.0,92.0,328.0,,30.0,23.0
Crystal Gutierrez,1449.0,169.0,106.0,9.93,99.0,49.0
Anna Daugherty,11566.0,127.0,314.0,2.98,13.0,38.0
Laura Lindsey,6082.0,170.0,188.0,,5.0,48.0
Thomas Morrison,15624.0,71.0,262.0,13.46,51.0,52.0
Marie Brown,13579.0,116.0,716.0,0.69,62.0,62.0
Antonio Castro,4713.0,150.0,786.0,0.77,50.0,30.0
Carol Moore,,107.0,677.0,3.06,116.0,
Anna Bond,6943.0,81.0,786.0,5.2,,57.0
Jason Lamb,12408.0,138.0,778.0,6.02,43.0,38.0
Carolyn Fowler,5327.0,60.0,614.0,6.31,40.0,55.0
Brittany Rogers,,125.0,735.0,7.83,80.0,
Ashley Reyes,1304.0,127.0,,14.18,18.0,
Mark Hickman MD,12200.0,,,9.89,25.0,42.0
John Mayer,5762.0,118.0,473.0,3.16,,64.0
David Merritt,11313.0,,676.0,,112.0,51.0
Ralph Ramos,10648.0,136.0,539.0,14.13,43.0,
Joseph Welch,16512.0,,,1.76,41.0,24.0
Henry Klein,14586.0,123.0,567.0,4.68,17.0,60.0
Gabrielle Mitchell,14436.0,,439.0,6.58,,27.0
Debbie Morgan,19345.0,80.0,400.0,5.21,49.0,
Nancy Collins,2215.0,,377.0,5.0,103.0,20.0
Belinda Gould,14578.0,90.0,852.0,8.36,99.0,29.0
Michael Garrett,19103.0,110.0,606.0,,97.0,55.0
Gerald Perez,6350.0,,393.0,13.63,,23.0
Curtis Moss,11784.0,129.0,,5.89,101.0,35.0
Tina York,2457.0,145.0,,3.6,108.0,
Mario Clark,10206.0,,,1.48,85.0,60.0
Alejandro White,11272.0,118.0,502.0,,117.0,43.0
Zachary Rodriguez,11285.0,115.0,,4.76,78.0,
Robert Bennett,4464.0,170.0,327.0,1.2,73.0,36.0
Douglas Morris,8028.0,60.0,859.0,14.33,51.0,61.0
Ryan Benjamin,,164.0,544.0,11.53,28.0,20.0
Rachael Mccall,1921.0,129.0,344.0,3.78,76.0,49.0
Michael Rangel,19075.0,162.0,,13.29,,
Shane Wilson,6809.0,171.0,,0.76,42.0,38.0
Alisha Santos,12078.0,132.0,705.0,,47.0,54.0
Kent Cox,15075.0,,138.0,4.95,73.0,54.0
Bonnie Levine,19594.0,,394.0,12.44,,
Michael Madden,11000.0,,320.0,8.68,36.0,20.0
Melody Gilbert,15913.0,150.0,,,110.0,34.0
Karen Berry,5568.0,68.0,836.0,,,
Timothy Perez,19793.0,72.0,119.0,,75.0,23.0
Ryan Kelly,8853.0,118.0,,,70.0,55.0
Robert Villa,2752.0,135.0,,4.2,11.0,52.0
Angela Coleman,10465.0,86.0,,6.48,37.0,57.0
Dawn Carlson,13574.0,72.0,759.0,,44.0,62.0
Elizabeth Brewer,1169.0,,363.0,9.91,112.0,61.0
Mark Schmidt,4775.0,90.0,494.0,6.74,,23.0
Shannon Fowler,2482.0,149.0,459.0,4.58,71.0,49.0
Sonya Harris,,172.0,343.0,10.75,103.0,38.0
Matthew Christensen,,,,2.11,65.0,30.0
Jacqueline Jones,13936.0,63.0,219.0,8.01,15.0,39.0
Shari White,12669.0,,228.0,9.71,91.0,23.0
Michael Maldonado,1582.0,120.0,554.0,8.94,8.0,19.0
Danielle Sampson MD,17273.0,85.0,589.0,13.52,63.0,41.0
Brittany Moss DDS,16210.0,,189.0,1.02,105.0,35.0
Julia Flores,6527.0,,,13.95,116.0,
Kyle Smith,18159.0,119.0,746.0,3.33,8.0,61.0
Ricky Webb,18415.0,63.0,447.0,11.39,110.0,49.0
Nancy Bennett,12923.0,,126.0,,23.0,
Sean Green,,72.0,,6.17,115.0,19.0
Thomas Good,12198.0,100.0,664.0,,73.0,43.0
Ryan Hart,,109.0,750.0,14.53,45.0,48.0
Leslie Rodriguez,,91.0,416.0,8.75,64.0,62.0
Kendra Simpson,,,628.0,12.19,74.0,
Mary Phelps,7913.0,178.0,628.0,13.62,60.0,45.0
Hannah Rhodes,19807.0,120.0,763.0,4.02,86.0,52.0
Tyler Sims,8151.0,139.0,616.0,11.7,58.0,63.0
Mia Green,5975.0,159.0,467.0,13.87,74.0,23.0
Jason Knox,15007.0,70.0,600.0,,,47.0
Ariel Klein,10495.0,77.0,590.0,1.73,90.0,39.0
Laura Anthony,3244.0,,293.0,1.14,89.0,50.0
Hector Mcdonald,18283.0,111.0,391.0,4.73,109.0,48.0
Anne Cooper,9855.0,118.0,,8.63,6.0,26.0
Angela Willis,12156.0,168.0,197.0,6.82,14.0,
Andrew Bowman,1733.0,118.0,638.0,6.02,118.0,45.0
Carol Ballard,11779.0,170.0,536.0,5.0,,21.0
Sarah Keller,11651.0,155.0,243.0,6.67,6.0,57.0
Victor Arnold,3431.0,144.0,145.0,4.02,52.0,33.0
Jennifer Moore MD,12565.0,147.0,847.0,4.04,26.0,22.0
Elaine Owens,19606.0,78.0,213.0,7.34,75.0,26.0
Deanna Greer,5947.0,130.0,539.0,,55.0,20.0
Michael Mosley,,163.0,187.0,14.11,61.0,39.0
Christina Cooper,,,,,19.0,
Stephanie Hodge,12187.0,93.0,333.0,0.95,42.0,29.0
Lisa Parker,19497.0,,535.0,5.61,,37.0
Rebecca Gill,5897.0,,363.0,11.1,118.0,
Crystal Martinez,14596.0,133.0,,3.34,56.0,32.0
Derek Reynolds,11053.0,90.0,607.0,1.81,79.0,50.0
Dennis Curtis,,73.0,,0.85,99.0,53.0
Candace Brown,17725.0,158.0,376.0,6.63,31.0,54.0
Paul Mitchell,2084.0,111.0,310.0,3.5,112.0,42.0
Elizabeth Tate,16417.0,119.0,,1.07,19.0,
Brandon Evans,13361.0,88.0,,6.41,21.0,27.0
William Schmidt,9850.0,,139.0,10.87,96.0,39.0
John Welch,3692.0,105.0,394.0,,78.0,26.0
Jesse Johnson,15940.0,77.0,780.0,9.78,64.0,55.0
Patrick Lamb,18923.0,98.0,121.0,10.5,61.0,27.0
Summer Brown,14617.0,154.0,770.0,4.7,35.0,20.0
Christopher King,5226.0,116.0,724.0,5.02,66.0,19.0
David Park,19220.0,,449.0,14.06,42.0,20.0
Eric Hicks,,,670.0,2.5,115.0,
Brittney Zhang,,116.0,276.0,8.53,118.0,52.0
Vincent Pena,10377.0,61.0,150.0,11.66,111.0,20.0
Tracy Forbes,,174.0,628.0,13.12,,28.0
Eric Sloan,17220.0,143.0,795.0,8.57,,57.0
Robert Ortega,6901.0,98.0,638.0,2.79,87.0,23.0
William Rodriguez,,,433.0,9.78,102.0,18.0
Amanda Walsh,,150.0,711.0,,5.0,46.0
Christopher Hart,3195.0,132.0,287.0,4.03,90.0,46.0
Dr. Lisa Salinas,8938.0,92.0,860.0,,34.0,
Megan Hunter,16431.0,173.0,873.0,14.11,110.0,28.0
Joseph Bartlett,10151.0,98.0,471.0,10.62,,63.0
Wanda Johnson,17819.0,97.0,160.0,3.99,24.0,25.0
Tyrone Ochoa,6462.0,153.0,807.0,4.54,26.0,30.0
Sally Mason,16028.0,116.0,684.0,1.86,47.0,25.0
Brian Flores,,,314.0,,32.0,33.0
Corey Thompson,11831.0,,583.0,3.82,103.0,40.0
Wanda Carey MD,1790.0,161.0,391.0,1.91,50.0,
Jeremy Christian,12232.0,134.0,,2.78,73.0,37.0
Vicki Cook,7152.0,97.0,418.0,3.28,72.0,41.0
Brenda Rosales,6218.0,114.0,144.0,7.75,,58.0
Angela Gutierrez,1143.0,,807.0,3.01,104.0,29.0
Gary Lawrence,12136.0,161.0,509.0,1.15,,32.0
Shane Fernandez,19873.0,73.0,812.0,12.93,31.0,
Adrienne Evans,16221.0,157.0,523.0,,18.0,53.0
Rachel Walton,19479.0,125.0,351.0,7.86,,40.0
Chelsea Gonzales,16924.0,143.0,,9.46,,37.0
Rodney Sherman,2812.0,93.0,247.0,9.34,,28.0
Tammy Spence,13812.0,160.0,131.0,6.96,,50.0
Michael Rogers,,,329.0,3.4,100.0,59.0
Kenneth Brewer,3727.0,151.0,347.0,10.96,107.0,45.0
Adam Mcgrath,,122.0,492.0,3.46,66.0,40.0
Dominique Kelley,19847.0,162.0,156.0,12.57,14.0,
Linda Williams,11748.0,,870.0,9.19,86.0,30.0
Alicia Abbott,18678.0,,150.0,14.58,83.0,43.0
Jill Lopez,,98.0,,9.23,76.0,44.0
Connie Gill,17250.0,,519.0,3.12,,43.0
Kayla Taylor,9507.0,60.0,,12.0,,32.0
Jason Taylor,18529.0,176.0,206.0,14.49,,27.0
Megan Neal,,69.0,495.0,11.61,76.0,32.0
Michael Matthews,2277.0,177.0,762.0,,49.0,40.0
Laura Gray,11176.0,147.0,,,98.0,52.0
Scott Harper,14784.0,77.0,616.0,14.36,5.0,33.0
Gabrielle Curry,16056.0,76.0,745.0,0.5,,62.0
Whitney Medina,7972.0,176.0,827.0,2.36,,62.0
Steven Cole,2993.0,67.0,895.0,,20.0,64.0
Ronnie Larson,17370.0,,759.0,9.52,99.0,38.0
Andrew Bowman,6244.0,,145.0,10.03,102.0,45.0
Ashley Frank,10399.0,108.0,,14.71,15.0,38.0
Jessica Miller,,156.0,837.0,11.42,,63.0
Adam Mcbride,,78.0,396.0,14.72,27.0,53.0
Linda Wolfe,2925.0,130.0,604.0,4.16,73.0,22.0
Samantha Mcconnell,8179.0,,695.0,4.53,52.0,
Jeffrey Miles,,170.0,726.0,7.21,14.0,20.0
Jessica Henry,8070.0,124.0,559.0,2.67,19.0,
Wayne Vasquez,10787.0,95.0,808.0,12.84,91.0,47.0
James Carpenter,19130.0,138.0,190.0,14.02,37.0,63.0
Jacob Olson,6156.0,71.0,124.0,4.26,34.0,
Jasmine Shaffer,,61.0,489.0,11.54,41.0,47.0
John Smith,4523.0,,247.0,1.41,117.0,56.0
Kendra Hale,11679.0,113.0,,12.95,71.0,28.0
Ashley Payne,15466.0,77.0,404.0,,83.0,63.0
Mrs. Amy Cox,6008.0,177.0,596.0,6.45,68.0,
Timothy Jackson,16107.0,115.0,416.0,3.16,58.0,22.0
Javier Shannon,16110.0,,195.0,4.15,57.0,55.0
Darlene Lyons,2193.0,163.0,635.0,11.99,45.0,37.0
Loretta Briggs,,93.0,845.0,8.12,34.0,54.0
Michael Beck,12666.0,134.0,507.0,,45.0,
Phillip Cox,17529.0,150.0,,12.03,24.0,36.0
Nancy Espinoza,15524.0,,218.0,8.56,102.0,49.0
Darrell Taylor,2985.0,100.0,285.0,10.79,12.0,
Eric Conrad,8509.0,156.0,,1.57,,37.0
Michael Adams,17796.0,170.0,898.0,,,38.0
Brenda Elliott,,94.0,,10.16,,54.0
Amber Herman,,127.0,710.0,9.38,101.0,51.0
Latasha Riley,5102.0,90.0,661.0,9.87,83.0,60.0
Alex Cox,,141.0,798.0,,22.0,55.0
Mr. David Ramirez,,62.0,590.0,12.36,63.0,52.0
Jeffrey Lewis,19041.0,119.0,675.0,3.47,,59.0
Aaron Murphy,3823.0,139.0,791.0,1.51,62.0,38.0
Nicholas Roberts,8886.0,147.0,135.0,4.26,,32.0
Felicia Coleman,8842.0,162.0,,13.08,94.0,41.0
Kelly Haney,,,380.0,7.35,89.0,56.0
Kimberly Lewis MD,6997.0,,366.0,14.9,,33.0
Jamie Graham,6380.0,,269.0,7.28,49.0,26.0
Ashley Lopez,5191.0,62.0,607.0,1.43,110.0,35.0
Shannon Kane,4429.0,120.0,321.0,0.72,119.0,30.0
Jasmine Johnson,9728.0,134.0,135.0,11.43,45.0,22.0
Elizabeth Duke,10709.0,63.0,440.0,2.91,110.0,18.0
Michael Dean,7634.0,128.0,683.0,4.49,55.0,28.0
Kenneth Wright,18994.0,76.0,,13.73,14.0,25.0
Elizabeth Brooks,9668.0,,326.0,8.93,44.0,36.0
Amber King,7429.0,61.0,768.0,7.17,76.0,53.0
Jocelyn Martin,3749.0,93.0,,,64.0,22.0
Laura Williams,16764.0,93.0,875.0,13.19,64.0,34.0
Katherine Lopez,6985.0,171.0,222.0,3.27,41.0,52.0
Tracy Brown,4934.0,97.0,884.0,9.32,112.0,61.0
Jose Mccoy,1467.0,86.0,169.0,3.14,99.0,47.0
Shawn Jones,,,535.0,12.4,16.0,31.0
Jack Harrison,1624.0,102.0,481.0,4.1,117.0,36.0
Nicholas Richardson,,,798.0,9.58,,32.0
Robert Green,4041.0,65.0,724.0,8.96,103.0,58.0
Howard Brennan,10230.0,67.0,622.0,9.1,66.0,40.0
Micheal Clark,18035.0,179.0,,10.6,103.0,32.0
Matthew Sanders,3308.0,128.0,364.0,1.76,16.0,24.0
Craig Stokes,12454.0,94.0,754.0,14.81,41.0,50.0
Barbara Taylor,16202.0,,384.0,7.5,35.0,64.0
Kimberly Haas,1640.0,170.0,213.0,12.05,,53.0
Julie Patterson,15230.0,93.0,,,67.0,38.0
Michelle Hall,,,608.0,11.23,103.0,55.0
Ricky Blair,19025.0,,,1.57,98.0,45.0
Bobby Bryant,7170.0,106.0,227.0,9.99,,
Amber Goodman,9826.0,72.0,292.0,,,19.0
Oscar Martin,1035.0,92.0,782.0,1.95,44.0,30.0
Stephen Cox,11268.0,,875.0,1.41,102.0,42.0
Kathleen Mendoza,,108.0,,2.84,20.0,
Timothy Schmidt,2224.0,85.0,460.0,6.11,38.0,52.0
Anne Hayes,17742.0,111.0,804.0,12.06,40.0,52.0
Andrew Bailey,12245.0,123.0,760.0,11.8,32.0,
Tiffany Wilson,1835.0,78.0,,6.54,7.0,31.0
Joshua Santiago,14784.0,96.0,734.0,7.23,10.0,
Craig Dodson,6968.0,142.0,172.0,2.63,79.0,30.0
Sarah Marshall,,136.0,346.0,9.65,23.0,60.0
Mark Skinner,9316.0,126.0,149.0,0.67,49.0,
Mark Bird,14772.0,,497.0,10.55,61.0,24.0
Emily Salas,18670.0,,553.0,12.18,10.0,64.0
Richard Owens,13005.0,,606.0,6.23,93.0,31.0
Spencer Perez,11207.0,168.0,613.0,9.92,71.0,50.0
Karen Flores,11276.0,150.0,,9.57,49.0,32.0
David Smith,7028.0,172.0,459.0,7.18,,
Justin Hernandez,4766.0,92.0,197.0,,66.0,64.0
Amanda Sawyer,1357.0,127.0,290.0,0.91,80.0,62.0
Alan Smith,15154.0,153.0,657.0,11.61,73.0,52.0
Joseph Erickson,9140.0,112.0,853.0,,,47.0
Jeremy Evans,18269.0,,421.0,1.08,96.0,25.0
Marcus Marquez,,,411.0,,85.0,
Richard Briggs,16052.0,171.0,113.0,6.25,105.0,34.0
Kyle Buchanan,15312.0,,232.0,6.61,,28.0
Kyle Ewing,,,,8.71,52.0,35.0
Jeffery Griffin,11442.0,87.0,848.0,13.13,87.0,47.0
Robert Hughes,19101.0,,728.0,5.35,,34.0
Darren Thornton,15699.0,75.0,516.0,,41.0,63.0
Heather Allison,9754.0,153.0,,9.06,21.0,28.0
Kristin Gill,15628.0,,,10.37,47.0,38.0
Lisa Ellison,12198.0,130.0,,6.32,13.0,34.0
Darryl Moore,17767.0,156.0,883.0,,22.0,55.0
Fred Dixon,,160.0,,11.4,93.0,29.0
Cassandra Aguirre,,111.0,685.0,13.27,82.0,53.0
Sharon Park,,64.0,,5.52,106.0,42.0
Susan Bird,,100.0,642.0,,97.0,
Matthew Beck,6085.0,,409.0,8.77,56.0,63.0
Glen Morales,12145.0,125.0,113.0,14.37,,49.0
Michael Gordon,,171.0,775.0,,,54.0
Mr. Gregory Smith,,92.0,803.0,9.01,106.0,50.0
John Johnson,19196.0,172.0,505.0,11.35,44.0,52.0
Sarah Villa,16001.0,83.0,605.0,4.9,,55.0
Tina Johnson,19310.0,85.0,245.0,6.19,,34.0
Connie Lin,1267.0,63.0,708.0,10.9,102.0,35.0
Sarah Bradshaw,6876.0,,602.0,1.78,97.0,54.0
Richard Parker,2911.0,119.0,375.0,6.1,64.0,61.0
Shelby Bennett,12209.0,144.0,613.0,6.62,78.0,49.0
Mark Ellis,18096.0,177.0,525.0,11.45,33.0,62.0
Diane Hamilton,11051.0,175.0,593.0,6.59,100.0,51.0
Charles Reed,13138.0,164.0,532.0,14.94,65.0,64.0
Danielle Jones,14619.0,159.0,320.0,,110.0,28.0
Scott Kline,9433.0,61.0,715.0,10.82,87.0,39.0
Douglas Mendez,,148.0,228.0,14.08,5.0,38.0
Christine Martinez,,,342.0,1.41,116.0,57.0
Franklin Kennedy,14928.0,167.0,327.0,,24.0,24.0
Meghan Kelley,5815.0,150.0,675.0,,91.0,22.0
Nancy Porter,,125.0,747.0,0.64,,50.0
David Thomas,13369.0,141.0,,5.29,7.0,47.0
Juan Smith,6152.0,146.0,861.0,10.31,71.0,38.0
Hector Owens,18508.0,126.0,,3.33,111.0,43.0
Felicia Bonilla,9502.0,,,10.65,,54.0
Justin Nolan,13157.0,147.0,,12.84,73.0,18.0
Lisa Kaiser,,79.0,384.0,5.73,24.0,43.0
Roger Johnson,10668.0,,,0.97,,
Juan Garcia,14045.0,117.0,697.0,9.47,63.0,33.0
Phillip Castillo,4366.0,,228.0,8.17,,
Debra Hart,,,,10.57,29.0,19.0
Anthony Williams,2482.0,86.0,,12.09,,24.0
Donald Glover,11097.0,122.0,423.0,13.51,62.0,
David Garcia,4221.0,100.0,427.0,6.15,63.0,34.0
William Wolfe,,,373.0,,109.0,56.0
Bryan Watts,3017.0,91.0,144.0,12.65,33.0,40.0
Brittney Brown,18563.0,96.0,679.0,12.08,,51.0
Justin Scott,1273.0,97.0,840.0,5.9,24.0,21.0
Monique Johnson,,,112.0,10.09,9.0,
Pamela Cortez,6540.0,178.0,,14.16,18.0,22.0
Joshua Robertson,11729.0,,478.0,7.53,,53.0
Kevin Jacobs,13512.0,155.0,,13.74,,18.0
Aaron Cooper,11816.0,87.0,792.0,1.72,84.0,38.0
Kendra Simmons,15844.0,77.0,256.0,10.0,71.0,49.0
Ricardo Chase,11529.0,104.0,498.0,2.95,98.0,29.0
Holly Mitchell,19105.0,95.0,715.0,,50.0,
Douglas Taylor,18501.0,,647.0,,111.0,18.0
Meredith Kelly,,,673.0,9.84,35.0,
Guy Valentine,10374.0,172.0,516.0,,9.0,
Valerie Aguirre,8957.0,108.0,155.0,,63.0,
John Hawkins,,120.0,533.0,,66.0,23.0
Tanner Walton,4400.0,140.0,275.0,4.12,,47.0
David Valenzuela,3104.0,165.0,240.0,,78.0,43.0
Dr. Joseph Green,15130.0,,,5.34,102.0,
Renee Martinez,3187.0,101.0,281.0,13.71,33.0,43.0
Patricia Davis,9973.0,,,,50.0,
Miranda Lambert,14419.0,,823.0,10.52,,
Gregg Bauer,,178.0,145.0,,80.0,63.0
Katherine Moreno,,90.0,534.0,3.78,25.0,
Donald Garcia,19926.0,133.0,725.0,8.91,68.0,63.0
James Smith,18160.0,82.0,345.0,13.61,,38.0
Andrew Castillo,,,,9.1,80.0,28.0
Elizabeth Williams,6402.0,103.0,624.0,,46.0,44.0
Taylor Hubbard,12359.0,143.0,546.0,10.26,23.0,
Julia Maddox,7726.0,139.0,283.0,8.31,104.0,24.0
Dana Martin,19298.0,,458.0,1.96,17.0,31.0
Rachel Carter,11404.0,81.0,204.0,4.99,,32.0
Christopher Lewis,,111.0,525.0,,,
Patricia Adams,1827.0,162.0,815.0,11.17,69.0,57.0
Eric Flores,6015.0,171.0,244.0,,12.0,53.0
Frank Brown,19832.0,147.0,325.0,,18.0,42.0
Robert Lopez,10882.0,,,5.72,36.0,38.0
Craig Williams,7172.0,88.0,448.0,,14.0,
Jason Orr,2340.0,,,4.61,119.0,
Antonio Thomas,8633.0,100.0,,5.86,,60.0
Bryan Park,8191.0,141.0,525.0,5.18,93.0,
Joanna Morgan,16384.0,93.0,265.0,9.74,33.0,32.0
Thomas Robinson,3605.0,167.0,306.0,8.75,,
Tara Fitzgerald,2395.0,77.0,535.0,1.71,50.0,27.0
Kristen Doyle,5927.0,,396.0,11.81,59.0,23.0
Ann Hansen,6806.0,,444.0,3.97,103.0,39.0
Hannah Brown,3084.0,176.0,154.0,9.04,14.0,26.0
Karen Graham,13169.0,173.0,,8.12,49.0,47.0
Daniel Mason,6265.0,,795.0,9.74,64.0,61.0
Connor Flynn,2813.0,153.0,,12.53,24.0,38.0
James Dixon,4079.0,153.0,277.0,4.18,98.0,42.0
Angie Johnston,18993.0,112.0,567.0,13.6,76.0,21.0
Terry Simmons,12012.0,60.0,501.0,,50.0,61.0
Susan Hammond,,162.0,,10.82,,
Tammy Lee,,139.0,855.0,,46.0,42.0
Rachel Green,,62.0,496.0,2.65,76.0,34.0
Anthony Cross,13329.0,138.0,773.0,,,48.0
Jessica Martinez,,,691.0,3.99,29.0,46.0
Keith Diaz,9742.0,99.0,510.0,,59.0,28.0
Kevin Rivera,,132.0,542.0,12.25,,
Nathaniel Peterson,12905.0,,,1.45,24.0,33.0
John Foster,11028.0,130.0,,,,32.0
Tiffany Jones,,177.0,713.0,2.16,15.0,
Melissa Simpson,1711.0,89.0,734.0,1.27,58.0,18.0
Melissa Lewis,9215.0,74.0,536.0,1.0,49.0,47.0
Kathleen Elliott,5212.0,,563.0,11.12,16.0,
Melissa Rodriguez,19402.0,,,,79.0,52.0
Mr. Jeffrey Brooks,10580.0,159.0,465.0,,112.0,24.0
Matthew Harmon,13504.0,170.0,349.0,0.63,,
Lori Mitchell,,113.0,451.0,,42.0,53.0
Mary Oliver,,177.0,656.0,8.14,32.0,36.0
Jonathan Bass,16732.0,166.0,560.0,1.13,56.0,23.0
Maureen Erickson,9951.0,92.0,155.0,,,21.0
Ashley Wilcox,9575.0,117.0,764.0,6.6,11.0,
Michelle Cochran,12748.0,132.0,707.0,10.79,13.0,32.0
Wendy Baxter,,107.0,,0.93,78.0,56.0
Deborah Myers,6507.0,119.0,289.0,8.39,76.0,36.0
Laura Anderson,5184.0,164.0,823.0,,55.0,51.0
Kiara Evans,5736.0,94.0,467.0,7.68,50.0,41.0
Diana Yang,18776.0,105.0,,7.5,48.0,35.0
Maria Bailey,6639.0,85.0,301.0,9.11,12.0,57.0
Deborah Knight,5928.0,97.0,768.0,4.91,111.0,23.0
Jessica Stevens,17976.0,,526.0,11.19,13.0,
